word,transcription,definition
𐀒𐀫𐀜𐀸𐀭,ko-ro-no-we-sa,"describing a ewer perhaps """"with a curved handle"""" cf. κορώνη Palmer TBD: """"decorated with a throng of warriors"""" Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Palmer TBD (see p. 498 in Docs)"
𐀒𐀫𐀭𐀜,ko-ro-sa-no,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀒𐀫𐀳𐀹𐀍,ko-ro-te-wi-jo,toponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀒𐀫𐀵,ko-ro-to,applied to wool 'dyed'? cf. χρώζω Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀒𐀫𐀶𐀜,ko-ro-tu-no,anthroponym AES M: PY Jn Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀒𐀫𐀸𐀊,ko-ro-we-ja,meaning obscure cf. ko-ru-we-ja? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀒𐀫𐀽𐀏,ko-ro-ze-ka,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀒𐀫𐁋,ko-ro-ta2,neuter plural of ko-ro-to or perhaps 'tassels fringe' cf. κροσσοί TELA2: KN Ld Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀒𐀬,ko-ru,helmet
𐀒𐀬,ko-ru,Palaeolexicon: helmet  helmet cf. κόρυς (KN Dv) Ilievski 1996;  anthroponym cf. Κόρυθος (PY Sh)  genitive singular of ko-ru  instrumental plural of ko-ru o-pi-ko-ru-si-ja Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Ilievski Petar Hr. 1996 Attí e memorie del secondo congresso internazionale di micenologia vol. 1 Filologia “The Mycenaean Personal Names in -to with regard to the derivatives from verbal adjectives”
𐀒𐀬𐀅𐀫𐀍,ko-ru-da-ro-jo,anthroponym genitive cf. Κορυδαλλός (an Attic deme) Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀒𐀬𐀜,ko-ru-no,"anthroponym Appears as """"pa-ro  ko-ru-no OVISm 100"""" on PY Cn 131. Appears as """"]ja-we-ra2  ko-ru-no  pa-ra-jo (OVISm) 66"""" on PY Cn 719. PY Cn 131: ke-sa-me-no po-ko-roanthroponym [[wo-ki-to]] etc. OVIS: PY Cn Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀒𐀬𐀲𐀲,ko-ru-ta-ta,"anthroponym cf. ko-ru-to Appears as """"a-si-ja-ti-ja[]pa-ro  ko-ru-ta-ta  we-da-ne-wo OVISm 80["""" on PY Cn 254. PY Cn 254: ra-ke-uanthroponym """"a-no  de-ki-si-wo"""" OVIS: PY Cn Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀒𐀬𐀵,ko-ru-to,1. (KN Dv) anthroponym 2. (PY Sh) see ko-ru Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀒𐀬𐀸,ko-ru-we,"Duhoux 2008: probable anthroponym Duhoux Yves 2008 A Companion to Linear B: Mycenaean Greek Texts and their World vol. I """"Mycenaean Anthology"""""
𐀒𐀬𐀸𐀊,ko-ru-we-ja,"""""feminine plural adjective describing textile-workers"""" cf. [[ko-we-ja]]; cf. ko-ro-we-ja? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀒𐀭𐀔𐀚,ko-sa-ma-ne,"meaning obscure anthroponym? Appears as """"]-ja  ko-tu-we  ko-sa-ma-ne VIR 1"""" on PY An 615. VIR: PY An Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀒𐀭𐀔𐀵,ko-sa-ma-to,"anthroponym Appears as """"(ko)-(sa)-ma-to  te-o-jo  do-e-ro  o-na-to  e-ke  ke-ke-me-na  ko-to-na  pa-ro  to pe-mo GRA T 1"""" on PY Ep 212. GRA: PY Ep ko-ri-ja-do-no T: KN Ga Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀒𐀰,ko-so,anthroponym  genitive of ko-so? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀒𐀰𐀄𐀵,ko-so-u-to,blonde
𐀒𐀰𐀄𐀵,ko-so-u-to,Ilievski 1996: anthroponym cf. Ξοῦθος Ilievski Petar Hr. 1996 Attí e memorie del secondo congresso internazionale di micenologia vol. 1 Filologia “The Mycenaean Personal Names in -to with regard to the derivatives from verbal adjectives”
𐀒𐀰𐀚,ko-so-ne,anthroponym dative cf. ko-so Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀒𐀰𐀛𐀊,ko-so-ni-ja,(as ]ko-so-ni-ja)  'small shafts'? cf. ἀξόνιον cf. a-ko-so-ne Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀒𐀲𐀺,ko-ta-wo,anthroponym AES M: PY Jn Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀒𐀳𐀄,ko-te-u,anthroponym KN Do: a-di-ri-joanthroponym KN Do: se-to-i-ja KN Do: OVIS Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀒𐀳𐀪𐀊,ko-te-ri-ja,hearth utensil Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀒𐀳𐀫,ko-te-ro,erased meaning obscure Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀒𐀴,ko-ti,anthroponym OVIS: KN Db KN De ku-ta-to: KN Db pa-i-to: KN De Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀒𐀵,ko-to,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀒𐀵𐀙,ko-to-na,Duhoux 2008: 'land parcel subdivided district' cf. Rhodian κτοίνα 'a territorial unit'  'estate plot of land' Palaeolexicon: estate Wiktionary: estate  genitive plural of ko-to-na  accusative dual of ko-to-na κτοίνα local division township Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀒𐀵𐀙,ko-to-na,estate
𐀒𐀵𐀚𐀲,ko-to-ne-ta,'men of the ko-to-na' meaning uncertain Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀒𐀵𐀜𐀃𐀒,ko-to-no-o-ko,owner of a type of land
𐀒𐀶𐀸,ko-tu-we,toponym Palmer 1963: toponym cf. Γόρτυς in Arcadia  genitive of ko-tu-we PY Eq (o-da-a2  {parallels}  o-ro-jo  to-so-de pe-mo GRA {quantity}): e-ri-no-wo-to ko-no Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Palmer 1963 TBD
𐀒𐀷,ko-wa,"Duhoux 2008: 1. girl 2. (Thebes) probable anthroponym  daughter girl Palaeolexicon: girls Wiktionary: maiden girl κούρη young girl daughter κόρη maiden damsel Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Duhoux Yves 2008 A Companion to Linear B: Mycenaean Greek Texts and their World vol. I """"Mycenaean Anthology"""""
𐀒𐀷,ko-wa,girls
𐀒𐀹𐀫𐀺𐀒,ko-wi-ro-wo-ko,"occupation 'make of hollow-ware'? """"Exact sense of κοῖλος here cannot be determined."""" Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀒𐀺,ko-wo,boys
𐀒𐀺,ko-wo,Palaeolexicon: boys Wiktionary: youth boy Chadwick & Ventris 1959: boy Classical Greek κόρος boy lad Chadwick John and Michael Ventris 1959. Documents in Mycenaean Greek p. 557
𐀒𐀼𐀫,ko-za-ro,anthroponym cf. ko-ka-ro? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀂𐀰,ku-i-so,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀅𐀍𐀤,ku-da-jo-qe,anthroponym + connective enclitic -qe Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀅𐀔𐀫,ku-da-ma-ro,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀈,ku-do,anthroponym cf. Κύδων Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀈𐀛𐀊,ku-do-ni-ja,the ancient name of the city of chania in crete
𐀓𐀊𐀫,ku-ja-ro,anthroponym KN De: a-nu-mo ka-mi-ni-to me-ri-wa-ta qi-si-ta ta-di-*22-so ta-u-na-so OVIS: KN De qa-ra: KN De KN X Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀍,ku-jo,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀏,ku-ka,anthroponym dative cf. Γύγης Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀏𐀅𐀫,ku-ka-da-ro,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀏𐀜,ku-ka-no,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀏𐀨𐀰,ku-ka-ra-so,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀏𐀫,ku-ka-ro,"anthroponym cf. Κύκαλα """"name of Attic deme"""" OVIS: KN Da PUG: KN Ra ti-ri-to: KN Da Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀓𐀏𐀰,ku-ka-so,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀐𐀩𐀄,ku-ke-re-u,"García Ramón 2011: anthroponym derived from a profession cf. Κυκλεύς from κύκλος 'wheel'  anthroponym cf. Κυκλεύς Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek García Ramón J.L. 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II (ed. Yves Duhoux and Anna Morpurgo Davies) """"Mycenaean Onomastics"""""
𐀓𐀐𐀰,ku-ke-so,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀐𐀵,ku-ke-to,anthroponym KN Da: se-to-i-ja? KN Da: OVIS Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀒𐀹𐀨,ku-ko-wi-ra,(as ku-(ko)-wi-(ra))  meaning obscure Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀖𐀜,ku-mi-no,'cumin' cf. κύμινον; also abbreviated as ideogram KU in the MY Ge series  nominative plural of ku-mi-no Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀖𐀜,ku-mi-no,cumin
𐀓𐀖𐀰,ku-mi-so,anthroponym KN Da: ra-ja KN Da: OVIS Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀗𐀜,ku-mo-no,anthroponym dative Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀗𐀜𐀰,ku-mo-no-so,"Neumann 1999: anthroponym '(having) the bottom bare' cf. ὀρσός γυμνός 'naked bare' Μελάμπυγος 'having a black bottom'  anthroponym In a da-wo context on KN Da: ku-ne-u u-ra-mo-no KN Da: da-wo KN Da: OVIS Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Neumann Günter 1999 Gering und doch von Herzen. 25 indogermanistische Beiträge Bernhard Forssman zum 65. Geburtstag. (ed. J. Habisreitinger R. Plath S. Ziegler """"Zwei mykenische Personennamen"""""
𐀓𐀙𐀊,ku-na-ja,'of a woman' or 'decorated with a figure of a woman' cf. γύναια δῶρα Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀙𐀊,ku-na-ja,woman
𐀓𐀙𐀐𐀲𐀂,ku-na-ke-ta-i,'for the huntsmen' cf. κυνηγέτης Doric κυναγέτας Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀙𐀐𐀲𐀂,ku-na-ke-ta-i,Duhoux 2011: dative plural 'for the hunters' cf. κυνᾶγέτᾶς κυνηγέτης Shelmerdine 2008: 'hunters'  'for the huntsmen' cf. κυνηγέτης (Odyssey IX.120+) Doric κυναγέτας SA: PY Na Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Duhoux Yves 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II “Interpreting the Linear B Records: Some Guidelines” Shelmerdine Cynthia W. 2008 A Companion to Linear B: Mycenaean Greek Texts and their World vol. I (ed. Yves Duhoux and Anna Morpurgo Davies) “Mycenaean Society”
𐀓𐀙𐀐𐀲𐀂,ku-na-ke-ta-i,hunter
𐀓𐀙𐀑𐀯,ku-na-ki-si,for women
𐀓𐀙𐀑𐀯,ku-na-ki-si,"Hiller 2011: lay recipients 'to the women' (cf. ku-na-ja) or 'to the huntresses' (cf. ku-na-ke-ta-i) Appears as """"] po-te-we  si-to  ku-na-ki-si"""" on TH Av 100. GRA: TH Av Hiller Stefan 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II (ed. Yves Duhoux and Anna Morpurgo Davies) """"Religion and Cult"""""
𐀓𐀚,ku-ne,anthroponym? cf. Κύνης Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀚𐀄,ku-ne-u,"García Ramón 2011: anthroponym derived from an animal name Κυνῆς from κύνω 'dog'  anthroponym In a da-wo context on KN Da: u-ra-mo-no ku-mo-no-so KN Da: da-wo KN Da: OVIS Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek García Ramón J.L. 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II (ed. Yves Duhoux and Anna Morpurgo Davies) """"Mycenaean Onomastics"""""
𐀓𐀛𐀲,ku-ni-ta,anthroponym dative? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀞𐀝𐀸𐀵,ku-pa-nu-we-to,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀞𐀪𐀮𐀊,ku-pa-ri-se-ja,'(wheels) of cypress-wood' cf. κυπαρίσσινος (Odyssey XVII.340+) Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀞𐀪𐀮𐀊,ku-pa-ri-se-ja,made of cypress
𐀓𐀞𐀪𐀰,ku-pa-ri-so,(as ]pa-ri-so)  toponym cf. Κυπάρισσος  ethnic adjective of ku-pa-ri-so Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀞𐀫,ku-pa-ro,"condiment Cyperus rotundus cf. κύπειρον  variant spelling of ku-pa-ro? Melena 1983: """"Cyperus-scented and/or -softened""""  adjective describing oil """"scented with cyperus"""" Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Melena José L. 1983 Minos vol. 18 """"Olive Oil and Other Sorts of Oil in the Mycenaean Tablets"""""
𐀓𐀞𐀫,ku-pa-ro,plant cyperus rotundus
𐀓𐀞𐀭,ku-pa-sa,toponym? KN V: ka-ta-ra-pi  ethnic adjective? Chadwick John and Michael Venris 1973 Documents in Mycenaean Greek
𐀓𐀟𐀩𐀳,ku-pe-re-te,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀟𐀮𐀫,ku-pe-se-ro,anthroponym cf. Κύψελος M: KN Og Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀟𐀳𐀍,ku-pe-te-jo,meaning obscure Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀠𐀪𐀊,ku-pi-ri-ja,from cyprus
𐀓𐀠𐀪𐀍,ku-pi-ri-jo,"McArthur 1993: likely anthroponym (qualified see reference) Killen 1979: anthroponym of an official  """"unequivocally"""" an anthroponym at PY Cn and PY Jn doubtful at Knossos and PY Un. """"strong reasons for regarding it as the name of an unguent-maker are adduced by Godart (1968)"""" (Knossos) Chadwick 1964 Palmer 1965: ethnic adjective cf. ethnic adjective Κύπριος from toponym Κύπρος 'Cyprus' (Knossos PY Un) Palmer 1963: the name of an aromatic spice (Knossos) Szemerényi 1958: ethnic adjective cf. *Γύβλιος from toponym 'Byblos' *reconstructed spelling not attested in Greek Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Chadwick John 1964 Mycenaean Studies """"Pylos Tablet Un 1322"""" Godart Louis 1968 Studi Micenei ed Egeo-Anatolici (SMEA) 5 «ku-pi-ri-jo dans les textes myéniens» Killen John T. 1979 Colloquium Mycenaeum """"The Knossos Ld(1) tablets"""" McArthur Jennifer K. 1993 Suplementos a MINOS núm. 9 """"Place-Names in the Knossos Tablets Identification and Location"""" Palmer Leonard R. 1965 Language 41:2 """"Review of Mycenaean Studies"""" Palmer Leonard R. 1963 Interpretation of Mycenaean Greek Texts Szemerényi Oswald J.L. 1958 (CR) 8 """"Review of Documents I"""""
𐀓𐀡,ku-po,anthroponym dative? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀨𐀜,ku-ra-no,anthroponym cf. Κύλληνος Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀩𐀸,ku-re-we,class of men probably ethnic Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀪𐀙𐀽𐀊,ku-ri-na-ze-ja,(as (ku)-(ri)-na-ze-ja)  personal name or title dative? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀪𐀭𐀵,ku-ri-sa-to,anthroponym PY Jn 706 AES: a-no-me-de a3-so-ni-jo ke-ta ka-pa-ra2 ma-ra-si-jo mu-to-na pe-ri-no qi-si-ja-ko Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀬𐀏,ku-ru-ka,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀬𐀕𐀚𐀍,ku-ru-me-ne-jo,anthroponym? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀬𐀕𐀛𐀍,ku-ru-me-ni-jo,patronym
𐀓𐀬𐀕𐀜,ku-ru-me-no,anthroponym cf. Κλύμενος  genitive of ku-ru-me-no  patronymic adjective? son of ku-ru-me-no Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀬𐀛𐀲,ku-ru-ni-ta,(as ]ku-ru-ni-ta)  anthroponym? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀬𐀜,ku-ru-no,(as (ku)-(ru)-no)  anthroponym?  genitive of ku-ru-no Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀬𐀰,ku-ru-so,gold
𐀓𐀬𐀰,ku-ru-so,"Palaeolexicon: gold Wiktionary: gold cf. χρυσός  instrumental singular """"with gold"""" cf. i-je-ro-jo Palaeolexicon: golden Aura Jorro 1985: de materia de oro  genitive singular """"of the gold""""  instrumental plural feminine adjective """"golden"""" cf. (-wo-ko) a-pu-ko-wo-ko de-ku-tu-wo-ko [[e-ko-so-wo-ko]] e-to-wo-ko i-je-ro-wo-ko ko-wi-ro-wo-ko ku-wa-no-wo-ko no-ri-wo-ko re-wo-to-ro-wo-ko to-ko-so-wo-ko to-ro-no-wo-ko Shelmerdine 2008: goldsmith  goldsmiths cf. χρυσοχόος (Odyssey III 425+) Aura Jorro Francisco 1985 Diccionario Micénico vol. I Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Shelmerdine Cynthia 2008 A Companion to Linear B: Mycenaean Greek Texts and their World vol. I (ed. Yves Duhoux and Anna Morpurgo Davies) """"Mycenaean Society"""""
𐀓𐀬𐀰𐀍,ku-ru-so-jo,golden
𐀓𐀬𐀱𐁖,ku-ru-su-*56,"""""description of a three-legged vessel possibly a compound of 'gold'"""" Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀓𐀬𐀿,ku-ru-zo,"anthroponym? """"Isolated inscription on vases."""" Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀓𐀭𐀕𐀛𐀍,ku-sa-me-ni-jo,patronymic adjective Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀰,ku-so,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀰𐀜,ku-so-no,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀱,ku-su,'with' cf. ξύν Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀱𐀀𐀲𐀃,ku-su-a-ta-o,'with' cf. ξύν + anthroponym a-ta-o cf. Ἀνταῖος Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀱𐀞,ku-su-pa,so much (olive oil) altogether cf. to-so-ku-su-pa ξύμπας (Odyssey VII 214+)  nominative plural neuter of ku-su-pa Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek To Do: confirm definition of ξύμπας
𐀓𐀱𐀣,ku-su-qa,"""""probably error for ku-su-to-ro-qa."""" Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀓𐀱𐀵𐀫𐀣,ku-su-to-ro-qa,aggregate
𐀓𐀱𐀵𐀫𐀣,ku-su-to-ro-qa,aggregate total cf. συστροφή Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀲𐀂𐀍,ku-ta-i-jo,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀲𐀂𐀯,ku-ta-i-si,(as ku-ta-i-si-[)  anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀲𐀯𐀍,ku-ta-si-jo,anthroponym cf. ku-ta-ti-jo KN Da KN Dv: ti-ri-to KN Da KN Dv: OVIS Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀓𐀲𐀵,ku-ta-to,"toponym Chadwick 1973 Ruijgh 1967: toponym classical Κύταιον  variant spelling of ku-ta-to  feminine ethnic adjective of ku-ta-to  masculine ethnic adjective of ku-ta-to ku-ta-i-to in KN C: o-du-ru-wi-joethnic si-ra-rotoponym ri-jo-notoponym a-pa-ta-watoponym wa-totoponym AROM: KN Ga CORN: KN Mc DA: KN Uf LANA: KN Dk KN Dl LUNA: KN G? OVIS: KN Da KN Db KN Dc KN Dd KN De KN Df KN Dk KN Dl KN Dm KN Dq KN Dv PYC: KN Ga *142: KN Mc *171: KN Ga qa-si-da-ro: KN Db KN Dv ri-wi-so: KN Da KN Dv KN Ga wo-wo: KN Dc KN Dk KN Da: a-qi-rohapax au-ri-joa-ka su-ri-mo wi-na-to ka-jo wi-ra-nehapax KN Db: ko-tipa-i-to KN Dc: a-nu-ko?da-mi-ni-jo pa-i-to ?te-pa-ra wa-du-na-ro wa-*86-rehapax KN Dd: a-te-i-ja-ta KN De: a-ko-mo-ni-jo a-te-mo KN Df: de-ke-se-u ti-mi-za?da-mi-ni-jo KN Dk: a-ko-mo-ni-jo a-te-i-ja-ta e-ru-to-ro ka-da-no ka-mi-ni-toqa-ra ?ri-jo-no ka-te-u KN Dl: mi-tihapax KN Dv: e-qa-rohapax i-ke-se-ra?da-mi-ni-jo ka-da-no ka-ta-wo?da-mi-ni-jo Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Chadwick John 1973 Proceedings of the Third International Cretological Colloquium Congress (CC3) Rethymnon 18-23 September 1971 vol. 1 """"Relations between Knossos and the rest of Crete at the time of the Linear B tablets"""" Ruijgh C.J. 1967 Études sur la grammaire et le vocabulaire du grec mycénien kar WNXVII.96 da-mi-ni-jo"
𐀓𐀲𐀵,ku-ta-to,"toponym Chadwick 1973 Ruijgh 1967: toponym classical Κύταιον  variant spelling of ku-ta-to  feminine ethnic adjective of ku-ta-to  masculine ethnic adjective of ku-ta-to ku-ta-i-to in KN C: o-du-ru-wi-joethnic si-ra-rotoponym ri-jo-notoponym a-pa-ta-watoponym wa-totoponym AROM: KN Ga CORN: KN Mc DA: KN Uf LANA: KN Dk KN Dl LUNA: KN G? OVIS: KN Da KN Db KN Dc KN Dd KN De KN Df KN Dk KN Dl KN Dm KN Dq KN Dv PYC: KN Ga *142: KN Mc *171: KN Ga qa-si-da-ro: KN Db KN Dv ri-wi-so: KN Da KN Dv KN Ga wo-wo: KN Dc KN Dk KN Da: a-qi-rohapax au-ri-joa-ka su-ri-mo wi-na-to ka-jo wi-ra-nehapax KN Db: ko-tipa-i-to KN Dc: a-nu-ko?da-mi-ni-jo pa-i-to ?te-pa-ra wa-du-na-ro wa-*86-rehapax KN Dd: a-te-i-ja-ta KN De: a-ko-mo-ni-jo a-te-mo KN Df: de-ke-se-u ti-mi-za?da-mi-ni-jo KN Dk: a-ko-mo-ni-jo a-te-i-ja-ta e-ru-to-ro ka-da-no ka-mi-ni-toqa-ra ?ri-jo-no ka-te-u KN Dl: mi-tihapax KN Dv: e-qa-rohapax i-ke-se-ra?da-mi-ni-jo ka-da-no ka-ta-wo?da-mi-ni-jo Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Chadwick John 1973 Proceedings of the Third International Cretological Colloquium Congress (CC3) Rethymnon 18-23 September 1971 vol. 1 """"Relations between Knossos and the rest of Crete at the time of the Linear B tablets"""" Ruijgh C.J. 1967 Études sur la grammaire et le vocabulaire du grec mycénien kar WNXVII.96 da-mi-ni-jo"
